Name,CODE,Area (hect),geometry,Population,Children aged 0-15 - 2011,Working-age (16-64) - 2011,Older people aged 65+ - 2011,% All Children aged 0-15 - 2011,% All Working-age,% All Older people,Mean Age - 2011,Median Age,Area - Square Kilometres,Population density (per sq km),% BAME - 2011,% Not Born in UK,% English is First Language of no one in household - 2011,General Fertility Rate - 2011,Male Life Expectancy,Female Life Expectancy,"Rate of All Ambulance Incidents (per 1,000)",Rate of Ambulance Call Outs For Alcohol Related Illness,In employment (16-74) - 2011,Employment rate,Number of jobs in area - 2011,Employment per head of resident WA population - 2011,Rate of Nat Ins No. registrations to foreign nationals - 2011/12,Mean House Price,Number of properties sold - 2012,Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,% Flat,% Households Owned,% Households Social Rented,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2011,"% dwellings in council tax bands C, D or E - 2011","% dwellings in council tax bands F, G or H - 2011",Mortgage Repossession Orders - 2011,Landlord Repossession Orders - 2011,Rate of Incapacity Benefit,Rate of Income Support,Rate of JobSeekers Allowance (JSA) Claimants - Apr-12,Rate of JSA Claimants aged 16-24 - Apr-12,% dependent children receiving tax credits in lone parent families - 2010,% dependent children in out-of-work families - 2010,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2011,Unauthorised Absence in All Schools (%) - 2011,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,Crime rate - 2011/12,Violence against the person rate - 2011/12,Robbery rate - 2011/12,Theft and Handling rate - 2011/12,Criminal Damage rate - 2011/12,Drugs rate - 2011/12,"Deliberate Fires per 1,000 population - 2012",% area that is open space - 2012,Cars per household - 2011,Average Public Transport Accessibility score - 2010,Turnout at Mayoral election - 2012
Abbey Road Ward,00BKGA,109.492,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.164961,51.535779 -0.165458,51.535586 -0.165581,51.535538 -0.165835,51.53542 -0.166124,51.535303 -0.167374,51.534735 -0.168207,51.534337 -0.168741,51.534767 -0.169084,51.535083 -0.172105,51.533699 -0.172525,51.533506 -0.172978,51.533291 -0.173242,51.533151 -0.173342,51.533097 -0.173688,51.532882 -0.174018,51.532631 -0.17431,51.532426 -0.174514,51.53224 -0.174829,51.531934 -0.175203,51.531452 -0.175407,51.531256 -0.175609,51.531104 -0.175808,51.530985 -0.176677,51.530614 -0.179666,51.52918 -0.181455,51.528394 -0.181841,51.528662 -0.181988,51.528771 -0.182175,51.528922 -0.182361,51.529082 -0.183134,51.529718 -0.185338,51.531574 -0.185969,51.532104 -0.187244,51.533205 -0.188146,51.533983 -0.188774,51.534524 -0.188583,51.534595 -0.187978,51.534877 -0.187902,51.534945 -0.187841,51.534987 -0.187751,51.535034 -0.185491,51.537163 -0.185393,51.537255 -0.184701,51.537901 -0.184643,51.537953 -0.184468,51.538075 -0.184224,51.538187 -0.184079,51.538261 -0.183873,51.538379 -0.182749,51.538766 -0.181601,51.539145 -0.18042,51.539499 -0.180181,51.539561 -0.180037,51.539592 -0.179752,51.539646 -0.179313,51.539705 -0.179089,51.539752 -0.179038,51.539759 -0.178765,51.539785 -0.178571,51.539793 -0.178379,51.539793 -0.178353,51.539793 -0.178299,51.539792 -0.175791,51.539615 -0.173922,51.539477 -0.174153,51.538277 -0.174141,51.5382 -0.174123,51.538154 -0.174095,51.538106 -0.174035,51.538039 -0.173511,51.537632 -0.171981,51.538383 -0.17089,51.537793 -0.169543,51.538597 -0.169436,51.538565 -0.169261,51.538503 -0.169044,51.538413 -0.16845,51.53812 -0.168206,51.537988 -0.168044,51.537891 -0.166583,51.5369 -0.164961,51.535779</coordinates></LinearRing></outerBoundaryIs></Polygon>",11250,1964,7706,1580,17.45777778,68.49777778,14.04444444,38,35,1.1,9818.181818,35.4,56.9,20.4,68.51851852,81.47,85.1,113.6,0.687547746,5472,64.90333294,3500,0.484275862,64.82758621,1283644.993,146,5805,5.7,7.9,7.9,78.4,42.5,9.1,44.4,2.524567943,42.56184344,55.09996611,-,20,2.827586207,3.172413793,2.367213075,3.816640344,18.98305085,18.6440678,3.533026114,58.28877005,497,16.66666667,361.276,1.274022346,10,56.6,56.8372093,11.72093023,3.255813953,24.27906977,4.558139535,2.697674419,0,7.22117,0.695084485,5.302046386,34.40719542
Abbey Ward,00ABFX,128.328,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.068282,51.544286 0.068286,51.544293 0.068327,51.544414 0.069115,51.544258 0.069104,51.544177 0.069367,51.544129 0.069456,51.544113 0.069547,51.544096 0.069597,51.544087 0.069637,51.54408 0.069715,51.544062 0.070351,51.543923 0.070854,51.543802 0.071031,51.543777 0.071114,51.543765 0.071635,51.543613 0.071788,51.543569 0.071821,51.54361 0.071838,51.543639 0.071939,51.543815 0.071978,51.543816 0.072249,51.543819 0.072696,51.543819 0.072698,51.543758 0.072942,51.543763 0.073048,51.543767 0.07322,51.543775 0.073212,51.543819 0.07331,51.54382 0.073437,51.543821 0.073803,51.543808 0.074242,51.543838 0.074459,51.543855 0.074908,51.5439 0.075542,51.544015 0.075806,51.544139 0.076212,51.544293 0.07662,51.544474 0.076708,51.54455 0.076741,51.544579 0.076795,51.544611 0.076813,51.544594 0.077034,51.54439 0.077383,51.544537 0.077474,51.544575 0.077479,51.544569 0.077613,51.544405 0.07777,51.544208 0.077909,51.544034 0.078069,51.544126 0.078085,51.544149 0.07812,51.544203 0.078231,51.544278 0.078426,51.544336 0.078537,51.544364 0.078774,51.544424 0.079599,51.544629 0.08011,51.544796 0.080919,51.544378 0.082063,51.543836 0.082811,51.543454 0.083896,51.542936 0.084878,51.542427 0.084976,51.54249 0.085531,51.542282 0.085739,51.542177 0.085946,51.54207 0.088601,51.540539 0.089437,51.540073 0.089439,51.540072 0.089835,51.539825 0.091877,51.538678 0.092268,51.538474 0.092681,51.538206 0.092707,51.538191 0.09299,51.538213 0.092997,51.538022 0.093601,51.537672 0.090894,51.537458 0.089315,51.537378 0.089314,51.537378 0.089044,51.537375 0.088818,51.537382 0.087677,51.537448 0.087376,51.537475 0.08717,51.53748 0.087049,51.537488 0.08689,51.537506 0.086653,51.53755 0.086408,51.537617 0.086301,51.537642 0.084931,51.537904 0.084555,51.537997 0.084323,51.538064 0.084062,51.538143 0.083509,51.538333 0.083177,51.538462 0.081604,51.539164 0.081481,51.539064 0.08217,51.538704 0.082651,51.538433 0.082988,51.53826 0.085304,51.537135 0.08548,51.537042 0.085351,51.536935 0.085266,51.536963 0.084847,51.536704 0.084477,51.536525 0.084027,51.536294 0.083031,51.5359 0.082416,51.535658 0.082335,51.535554 0.081941,51.535432 0.081433,51.53544 0.08127,51.535465 0.081179,51.535468 0.081102,51.535466 0.080975,51.535447 0.080909,51.53543 0.080843,51.535407 0.080781,51.535379 0.08071,51.535338 0.079571,51.534795 0.078133,51.534257 0.076982,51.533843 0.076362,51.533653 0.07626,51.533627 0.07616,51.53361 0.076159,51.53361 0.075927,51.533595 0.075629,51.53363 0.075284,51.533725 0.074991,51.533904 0.07482,51.534134 0.074709,51.534333 0.074466,51.534728 0.074239,51.535157 0.074052,51.535586 0.073942,51.535948 0.073921,51.536002 0.073834,51.536336 0.073778,51.536697 0.073772,51.53677 0.073747,51.537049 0.073713,51.537158 0.073636,51.537397 0.073476,51.537538 0.073313,51.53762 0.073227,51.537633 0.073218,51.537636 0.073147,51.537645 0.073085,51.537651 0.072904,51.537672 0.072546,51.537654 0.072257,51.537574 0.072023,51.537469 0.071836,51.537386 0.071346,51.537248 0.071029,51.537152 0.070459,51.53696 0.07026,51.536884 0.070052,51.536847 0.069814,51.536817 0.06963,51.536805 0.069637,51.536765 0.069607,51.536648 0.069598,51.53663 0.069526,51.536562 0.069451,51.536506 0.069307,51.536441 0.068983,51.536339 0.068667,51.536262 0.068705,51.536214 0.068622,51.536227 0.068457,51.536246 0.0683,51.536248 0.068195,51.536229 0.068121,51.536203 0.068063,51.536167 0.06805,51.536159 0.068042,51.536096 0.067994,51.536141 0.067932,51.536197 0.068003,51.536255 0.068057,51.536296 0.068114,51.536332 0.068239,51.53645 0.068284,51.536651 0.06829,51.536797 0.068256,51.536991 0.068888,51.537188 0.068821,51.537252 0.068588,51.537539 0.068469,51.53768 0.068242,51.537953 0.067937,51.538355 0.067627,51.538731 0.0674,51.539011 0.067305,51.539135 0.067174,51.539315 0.066966,51.539609 0.066835,51.53987 0.066779,51.540081 0.066753,51.540191 0.066727,51.540321 0.066667,51.540532 0.066649,51.540863 0.06667,51.541014 0.066697,51.541187 0.066708,51.541264 0.066715,51.5413 0.066731,51.541376 0.066749,51.541451 0.066771,51.541525 0.066796,51.5416 0.066824,51.541674 0.066855,51.541748 0.067049,51.542168 0.067224,51.542507 0.067363,51.542738 0.0677,51.543208 0.06795,51.543609 0.068159,51.543983 0.068282,51.544286</coordinates></LinearRing></outerBoundaryIs></Polygon>",12786,3125,9021,640,24.44079462,70.55373064,5.005474738,29.4,28,1.3,10730.76923,71.9,57.3,25.7,103.6923077,82.92,87.18,179.8,1.313352416,5489,58.35016477,8200,0.88826087,108.6956522,168649.9074,54,4753,3.9,7.2,22.6,66.3,32.7,26.7,38.6,45.77157803,56.47340889,0.108979948,20,115,3.244680851,5.585106383,8.737771086,17.71415592,41.22257053,35.26645768,8.748906387,55.31062124,166,85.71428571,335.3592593,1.477417262,16.4,34.5,172.5,40.51470588,9.411764706,71.76470588,14.85294118,14.48529412,0.6,19.6072,0.54768154,5.98735589,25.68894145
Abbey Ward,00BAFX,139.257,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.186944,51.405933 -0.18956,51.40724 -0.190993,51.407944 -0.192381,51.408632 -0.193695,51.40925 -0.197814,51.411251 -0.198807,51.411763 -0.199208,51.411992 -0.199715,51.412318 -0.200024,51.412537 -0.200433,51.412855 -0.200777,51.41316 -0.201113,51.413442 -0.201623,51.41397 -0.201865,51.414202 -0.202136,51.41445 -0.199759,51.415183 -0.201396,51.418718 -0.201505,51.418912 -0.201674,51.419146 -0.201832,51.41938 -0.201955,51.419542 -0.201058,51.41938 -0.200717,51.4193 -0.20057,51.419271 -0.200422,51.419248 -0.199822,51.419175 -0.199271,51.41915 -0.198848,51.419143 -0.198483,51.419148 -0.197836,51.419175 -0.197703,51.419183 -0.197364,51.419225 -0.196004,51.41937 -0.19416,51.41958 -0.193871,51.419301 -0.193643,51.418966 -0.193552,51.418819 -0.193429,51.418672 -0.193276,51.418528 -0.19043,51.418861 -0.18759,51.419216 -0.187581,51.419219 -0.187346,51.419274 -0.187373,51.418949 -0.186944,51.418971 -0.186286,51.419018 -0.185306,51.419089 -0.183838,51.419171 -0.182827,51.419241 -0.182454,51.419397 -0.182381,51.41932 -0.182348,51.419245 -0.181456,51.419319 -0.181362,51.419325 -0.181075,51.417816 -0.180909,51.417123 -0.180834,51.416541 -0.181332,51.41642 -0.181881,51.416282 -0.182071,51.416241 -0.182361,51.416227 -0.18229,51.416047 -0.182422,51.416001 -0.182647,51.415898 -0.182793,51.415803 -0.182917,51.415692 -0.183106,51.415502 -0.183263,51.415343 -0.183323,51.415258 -0.183382,51.415056 -0.183446,51.414932 -0.183452,51.414919 -0.183547,51.414815 -0.183602,51.414735 -0.18366,51.414621 -0.183749,51.414105 -0.183816,51.413827 -0.183835,51.413685 -0.183879,51.413516 -0.183895,51.413304 -0.183938,51.412939 -0.18396,51.412624 -0.184036,51.412349 -0.184108,51.412133 -0.184108,51.412132 -0.184156,51.411754 -0.184155,51.410955 -0.184184,51.410795 -0.184245,51.410569 -0.184275,51.410411 -0.184263,51.410284 -0.184189,51.410155 -0.18404,51.409991 -0.184027,51.409905 -0.184092,51.409669 -0.184224,51.40943 -0.184279,51.409337 -0.184319,51.409276 -0.184343,51.409181 -0.184303,51.409088 -0.184256,51.408928 -0.184222,51.40874 -0.184213,51.40867 -0.184295,51.408495 -0.184315,51.408427 -0.184339,51.408381 -0.184389,51.408316 -0.185378,51.40743 -0.185435,51.407377 -0.186944,51.405933</coordinates></LinearRing></outerBoundaryIs></Polygon>",10323,1624,7824,875,15.73186089,75.79192095,8.476218154,34.7,33,1.4,8821.428571,26.6,38.3,12.5,52.55813953,79.97,80.97,111.5,0.691894945,6375,77.27272727,10500,1.081546392,36.59793814,380628.9051,158,4700,2,8.6,38.2,51.1,48.5,14.1,35.7,10.48195375,85.00108061,5.31661984,-,30,1.743589744,2,1.956939233,2.524865237,23.28767123,18.08219178,2.583187391,43.71859296,510,33.33333333,352.6630952,0.752683616,10.1,55.4,81.95121951,15.44715447,3.821138211,28.61788618,9.512195122,7.479674797,0.3,12.7714,0.684763573,5.031529335,35.44378698
Abbey Wood Ward,00ALGP,265.23,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.11549,51.476165 0.113575,51.476964 0.111487,51.47795 0.11114,51.477922 0.111078,51.478104 0.110198,51.47795 0.10993,51.478039 0.10988,51.478248 0.109828,51.478403 0.109807,51.478513 0.109759,51.478615 0.109591,51.478814 0.109506,51.478901 0.109421,51.478974 0.109347,51.47903 0.109248,51.479091 0.109117,51.479155 0.108975,51.479207 0.108743,51.479266 0.108301,51.479416 0.108109,51.479469 0.10795,51.479524 0.10772,51.479624 0.107618,51.47968 0.107423,51.479803 0.10715,51.480011 0.107097,51.480069 0.107079,51.480123 0.107085,51.480192 0.107097,51.480222 0.107138,51.480283 0.107101,51.480413 0.106751,51.480479 0.106558,51.480501 0.106439,51.480521 0.106275,51.480557 0.106143,51.480591 0.105983,51.480646 0.105916,51.480675 0.105822,51.480728 0.105736,51.480785 0.105643,51.480864 0.10531,51.481112 0.105228,51.48121 0.105158,51.481348 0.105146,51.481424 0.105152,51.48147 0.105171,51.481526 0.105194,51.481571 0.105409,51.481854 0.105593,51.48222 0.105799,51.482747 0.106273,51.483621 0.106396,51.483923 0.10646,51.484633 0.105519,51.484861 0.104414,51.485103 0.104807,51.485862 0.104975,51.486278 0.105391,51.487723 0.10567,51.488585 0.105735,51.488928 0.105669,51.4895 0.10418,51.489449 0.101869,51.489381 0.101771,51.489378 0.102094,51.490294 0.102131,51.490401 0.102425,51.491247 0.103043,51.493098 0.10347,51.494427 0.103613,51.494936 0.103683,51.495084 0.103557,51.495281 0.10488,51.495673 0.10727,51.496449 0.10739,51.496488 0.108398,51.496785 0.109963,51.497285 0.111943,51.497894 0.113589,51.49843 0.114828,51.498818 0.115462,51.499005 0.117213,51.49956 0.117908,51.499802 0.11791,51.499802 0.119628,51.50032 0.120982,51.500772 0.120999,51.499746 0.121023,51.49884 0.121045,51.497354 0.121082,51.496293 0.121085,51.496201 0.121164,51.495203 0.121197,51.493695 0.121188,51.49329 0.121233,51.492587 0.121241,51.491342 0.121279,51.491087 0.121293,51.490555 0.121335,51.48978 0.121429,51.488994 0.12152,51.488748 0.121527,51.488651 0.121533,51.488553 0.121497,51.488025 0.121455,51.48784 0.121444,51.48774 0.121448,51.48764 0.121467,51.487518 0.121515,51.48733 0.121946,51.486125 0.121965,51.486074 0.122023,51.485861 0.122074,51.485564 0.12207,51.484456 0.122078,51.483599 0.12206,51.482747 0.122098,51.482427 0.122135,51.482231 0.122233,51.481849 0.122507,51.481241 0.122638,51.480847 0.122986,51.47997 0.123303,51.479093 0.123459,51.478694 0.123707,51.478065 0.123909,51.477468 0.123974,51.477291 0.12404,51.477113 0.124161,51.476824 0.124054,51.476813 0.123886,51.476985 0.123814,51.477055 0.123677,51.477163 0.12344,51.477329 0.122936,51.477583 0.122611,51.477738 0.122223,51.477894 0.121857,51.478068 0.121765,51.478112 0.121384,51.478252 0.121011,51.478399 0.120731,51.478512 0.12059,51.47855 0.120232,51.4786 0.119873,51.47861 0.119704,51.478622 0.119374,51.478683 0.119146,51.478714 0.11909,51.478722 0.118849,51.478797 0.118454,51.47892 0.118165,51.478679 0.117091,51.477779 0.116819,51.477494 0.116453,51.477135 0.11611,51.476806 0.115664,51.476325 0.11549,51.476165</coordinates></LinearRing></outerBoundaryIs></Polygon>",15704,4217,9985,1502,26.85303107,63.58252674,9.56444218,33.2,32,2.7,5407.407407,46.3,32,7.6,105.3333333,74.32,81.12,127.6,0.609115732,6444,60.28627561,1600,0.173152174,35.86956522,176982.0658,76,6053,3.1,10.5,48.6,37.5,44.4,38.9,15.2,36.14339499,63.95482076,0.212800786,35,60,6.756756757,9.459459459,8.961175013,18.81961536,49.25028835,36.9088812,10.58014755,51.20828539,97,100,313.6545455,1.78836827,25.3,24.2,82.89655172,25.10344828,2.413793103,20.27586207,12.27586207,5.172413793,1.2,43.9423,0.730214621,3.025436478,28.95819796
Abingdon Ward,00AWFY,63.014,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.207388,51.496149 -0.207131,51.496201 -0.206904,51.496259 -0.206659,51.496338 -0.206397,51.496443 -0.204979,51.496982 -0.203448,51.497508 -0.20211,51.498021 -0.200612,51.498579 -0.200611,51.498579 -0.200427,51.498643 -0.200426,51.498643 -0.200144,51.498721 -0.199318,51.498879 -0.199102,51.498929 -0.198977,51.49896 -0.198721,51.499037 -0.197718,51.499414 -0.19496,51.500368 -0.194402,51.500573 -0.193485,51.500913 -0.192284,51.498856 -0.191813,51.498972 -0.191102,51.498143 -0.189424,51.498164 -0.189455,51.497934 -0.189367,51.497856 -0.18931,51.497244 -0.189392,51.497238 -0.189316,51.497071 -0.189255,51.497064 -0.189043,51.496296 -0.18858,51.496355 -0.188664,51.496005 -0.188778,51.495791 -0.189058,51.495374 -0.189319,51.495196 -0.189561,51.494997 -0.189652,51.494932 -0.189751,51.494865 -0.189926,51.494741 -0.191127,51.494759 -0.191523,51.494754 -0.192222,51.494759 -0.194745,51.494707 -0.194936,51.49468 -0.19529,51.494589 -0.19565,51.494496 -0.197911,51.493681 -0.200189,51.49288 -0.200363,51.492798 -0.200419,51.492769 -0.200851,51.492489 -0.200852,51.492488 -0.201237,51.492183 -0.201334,51.492117 -0.201502,51.492022 -0.201587,51.491984 -0.201726,51.491932 -0.201879,51.491877 -0.202426,51.492485 -0.20257,51.492663 -0.20278,51.492912 -0.203003,51.493155 -0.203094,51.49325 -0.203131,51.49329 -0.203028,51.493321 -0.20319,51.493423 -0.203448,51.49362 -0.203638,51.49377 -0.203788,51.493856 -0.204037,51.494038 -0.204386,51.494289 -0.204865,51.494549 -0.204784,51.494608 -0.205191,51.494828 -0.205617,51.495037 -0.206009,51.49521 -0.206328,51.495358 -0.206591,51.495475 -0.206719,51.495545 -0.20684,51.495624 -0.207104,51.495811 -0.207136,51.495839 -0.207137,51.49585 -0.207169,51.495866 -0.207199,51.495885 -0.207225,51.495905 -0.207249,51.495927 -0.207264,51.495943 -0.207282,51.495967 -0.207298,51.495992 -0.207309,51.496017 -0.207318,51.496042 -0.207388,51.496149</coordinates></LinearRing></outerBoundaryIs></Polygon>",10013,1549,7288,1176,15.46988914,72.78537901,11.74473185,37.5,35,0.6,16000,32.6,59.6,26.1,62.22222222,84.57,87.14,105.8,0.539519827,5042,63.63751104,7100,1.10453125,71.09375,1626923.496,123,5399,1.2,3.4,13,82.4,41.5,9.4,45.2,3.528050896,30.84634664,65.85695007,-,25,3.384615385,3.307692308,2.824485324,4.697938642,18.18181818,18.90909091,3.338898164,50.27932961,451,33.33333333,376.3292683,1.014714715,6.3,59.2,97.23404255,12.34042553,1.382978723,62.55319149,3.510638298,4.574468085,0,5.87637,0.593280467,6.371254518,31.65330279
Acton Central Ward,00AJGC,177.527,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.263715,51.506524 -0.265503,51.506608 -0.267377,51.506715 -0.26826,51.506754 -0.269143,51.506774 -0.269262,51.506782 -0.269411,51.506798 -0.269674,51.506849 -0.270348,51.507032 -0.271301,51.507274 -0.27209,51.50742 -0.272312,51.507479 -0.272358,51.507492 -0.273082,51.507732 -0.273584,51.507907 -0.274176,51.508213 -0.274303,51.508591 -0.273948,51.508829 -0.27432,51.508977 -0.274383,51.509031 -0.274436,51.509092 -0.274514,51.509309 -0.274573,51.509451 -0.274653,51.509641 -0.274731,51.509812 -0.274927,51.510077 -0.27435,51.510223 -0.274454,51.510313 -0.274452,51.510373 -0.274907,51.510872 -0.274723,51.510896 -0.274703,51.510876 -0.274458,51.510784 -0.274265,51.510748 -0.273725,51.51043 -0.273601,51.510334 -0.273126,51.509997 -0.27272,51.510474 -0.272892,51.510625 -0.273085,51.510778 -0.274006,51.51131 -0.274994,51.512118 -0.275197,51.512291 -0.275346,51.512394 -0.275478,51.512475 -0.275754,51.512612 -0.27595,51.512689 -0.276386,51.512895 -0.277249,51.513403 -0.277474,51.513505 -0.277817,51.513631 -0.277915,51.51366 -0.2781,51.513713 -0.278303,51.513761 -0.278197,51.513826 -0.278751,51.514198 -0.278957,51.514113 -0.278962,51.514292 -0.279423,51.514299 -0.279415,51.514544 -0.2804,51.514481 -0.28039,51.514023 -0.280819,51.514003 -0.280849,51.513935 -0.28153,51.513875 -0.281776,51.513957 -0.281877,51.513846 -0.282347,51.513844 -0.282385,51.514328 -0.282392,51.514492 -0.282397,51.514726 -0.282433,51.515046 -0.284673,51.514932 -0.286321,51.514904 -0.288387,51.514895 -0.288487,51.514991 -0.288639,51.515124 -0.288352,51.515095 -0.287974,51.515065 -0.287592,51.515055 -0.287373,51.515058 -0.287135,51.515067 -0.286909,51.515084 -0.286687,51.515108 -0.286464,51.515138 -0.286243,51.515174 -0.285988,51.515222 -0.285728,51.515278 -0.285505,51.515334 -0.285285,51.515395 -0.285071,51.515462 -0.284859,51.515535 -0.284501,51.515673 -0.284361,51.515736 -0.284083,51.515869 -0.283816,51.516011 -0.283529,51.516179 -0.28325,51.516352 -0.283012,51.516512 -0.282668,51.516765 -0.27851,51.519753 -0.278445,51.5198 -0.276416,51.521216 -0.274502,51.522644 -0.272454,51.524075 -0.271993,51.524323 -0.271785,51.524429 -0.271673,51.524361 -0.271059,51.523992 -0.270872,51.523925 -0.270831,51.523879 -0.270378,51.523936 -0.270064,51.522969 -0.269513,51.523042 -0.269393,51.522715 -0.269158,51.522753 -0.268321,51.520201 -0.268028,51.519479 -0.267647,51.519546 -0.267298,51.51955 -0.266511,51.519529 -0.266251,51.519516 -0.266004,51.519504 -0.265728,51.519463 -0.265324,51.519375 -0.265137,51.519336 -0.265611,51.518725 -0.266054,51.518178 -0.266162,51.518035 -0.266173,51.518007 -0.266237,51.517828 -0.266346,51.517516 -0.266442,51.517252 -0.265897,51.517374 -0.265561,51.517452 -0.264682,51.51767 -0.263851,51.517866 -0.26267,51.518208 -0.262606,51.518233 -0.262284,51.51839 -0.262209,51.51842 -0.26211,51.518446 -0.26206,51.518451 -0.262008,51.51845 -0.261921,51.518432 -0.261833,51.518384 -0.2618,51.518348 -0.261773,51.518308 -0.261753,51.518264 -0.261686,51.518076 -0.261662,51.518027 -0.261386,51.517684 -0.261307,51.517579 -0.261849,51.517401 -0.261775,51.517218 -0.261576,51.516911 -0.260575,51.516185 -0.260208,51.516173 -0.259941,51.516508 -0.25968,51.516364 -0.259128,51.51612 -0.259634,51.515453 -0.260081,51.514846 -0.260785,51.513773 -0.261005,51.5134 -0.261052,51.51331 -0.261303,51.512783 -0.261571,51.512246 -0.261849,51.511652 -0.261996,51.511264 -0.262153,51.510826 -0.262254,51.510539 -0.262928,51.50852 -0.263075,51.508008 -0.263216,51.507646 -0.263367,51.507317 -0.263551,51.506866 -0.263627,51.506697 -0.263715,51.506524</coordinates></LinearRing></outerBoundaryIs></Polygon>",15427,3033,10920,1474,19.66033577,70.78498736,9.554676865,34.9,33,1.8,8333.333333,40,48.3,21,75.14285714,81.29,90.72,121,0.753642606,7726,66.14159747,2700,0.260392157,62.74509804,420346.3504,137,6480,3.6,23.4,12.9,60.1,40.3,23.3,33.8,11.65324491,68.82993842,20.43265435,-,55,5.637254902,6.764705882,6.604201107,10.74232991,36.19631902,31.13496933,5.936801787,48.14814815,265,88.88888889,343.0412371,1.036459709,14.3,40.4,100.8724832,26.6442953,4.429530201,34.4966443,8.590604027,8.187919463,0.5,24.2473,0.723108841,3.25540693,35.30550775
